,idx,tokens,class,sentiment
8895,3152,взгляд,O,no
8896,3152,блюдо,B-Food,positive
8897,3152,было,O,no
8898,3152,сочным,O,no
8899,3152,и,O,no
8900,3152,вкусным,O,no
8901,3152,.,O,no
8902,3152,В,O,no
8903,3152,-,O,no
8904,3152,третьих,O,no
8905,3152,",",O,no
8906,3152,обслуживание,B-Service,positive
8907,3152,и,O,no
8908,3152,отношение,B-Service,positive
8909,3152,персонала,I-Service,positive
8910,3152,очень,O,no
8911,3152,радушное,O,no
8912,3152,.,O,no
8913,3152,Мы,O,no
8914,3152,выбрали,O,no
8915,3152,тамаду,B-Service,neutral
8916,3152,",",O,no
8917,3152,предложенного,O,no
8918,3152,рестораном,B-Whole,neutral
8919,3152,-,O,no
8920,3152,Диму,O,no
8921,3152,.,O,no
8922,3152,Очень,O,no
8923,3152,веселый,O,no
8924,3152,и,O,no
8925,3152,позитивный,O,no
8926,3152,человек,B-Service,positive
8927,3152,",",O,no
8928,3152,профессионал,O,no
8929,3152,своего,O,no
8930,3152,дела,O,no
8931,3152,.,O,no
8932,3152,Спасибо,O,no
8933,3152,ему,O,no
8934,3152,отдельное,O,no
8935,3152,!,O,no
8936,3152,Директор,B-Service,positive
8937,3152,-,O,no
8938,3152,душевный,O,no
8939,3152,человек,B-Service,positive
8940,3152,",",O,no
8941,3152,все,O,no
8942,3152,пожелания,O,no
8943,3152,учитывает,O,no
8944,3152,и,O,no
8945,3152,советует,O,no
8946,3152,",",O,no
8947,3152,что,O,no
8948,3152,и,O,no
8949,3152,как,O,no
8950,3152,лучше,O,no
8951,3152,сделать,O,no
8952,3152,.,O,no
8953,3152,В,O,no
8954,3152,итоге,O,no
8955,3152,могу,O,no
8956,3152,сказать,O,no
8957,3152,",",O,no
8958,3152,что,O,no
8959,3152,нам,O,no
8960,3152,понравилось,O,no
8961,3152,!,O,no
8962,3152,мы,O,no
8963,3152,хорошо,O,no
8964,3152,отдохнули,B-Whole,positive
8965,3152,",",O,no
8966,3152,ничто,O,no
8967,3152,не,O,no
8968,3152,испортило,O,no
8969,3152,настроения,O,no
8970,3152,",",O,no
8971,3152,почти,O,no
8972,3152,никаких,O,no
8973,3152,промахов,O,no
8974,3152,не,O,no
8975,3152,было,O,no
8976,3152,за,O,no
8977,3152,исключением,O,no
8978,3152,мелочей,O,no
8979,3152,",",O,no
8980,3152,без,O,no
8981,3152,которых,O,no
8982,3152,",",O,no
8983,3152,как,O,no
8984,3152,мы,O,no
8985,3152,понимаем,O,no
8986,3152,",",O,no
8987,3152,не,O,no
8988,3152,обойтись,O,no
8989,3152,.,O,no
8990,3152,Мы,O,no
8991,3152,остались,O,no
8992,3152,очень,O,no
8993,3152,довольны,O,no
8994,3152,выбором,O,no
8995,3152,ресторана,B-Whole,positive
8996,3152,.,O,no
8997,3152,Спасибо,O,no
8998,3152,!,O,no
8999,27375,Первый,O,no
9000,27375,раз,O,no
9001,27375,посетили,O,no
9002,27375,с,O,no
9003,27375,друзьями,O,no
9004,27375,этот,O,no
9005,27375,уютный,O,no
9006,27375,ресторанчик,B-Whole,positive
9007,27375,месяца,O,no
9008,27375,два,O,no
9009,27375,назад,O,no
9010,27375,.,O,no
9011,27375,Впечатляет,O,no
9012,27375,все,O,no
9013,27375,!,O,no
9014,27375,Вкусное,O,no
9015,27375,пиво,B-Food,positive
9016,27375,(,O,no
9017,27375,особенно,O,no
9018,27375,ячменное,O,no
9019,27375,:,O,no
9020,27375,),O,no
9021,27375,и,O,no
9022,27375,суджук,B-Food,neutral
9023,27375,к,O,no
9024,27375,нему,O,no
9025,27375,в,O,no
9026,27375,виде,O,no
9027,27375,закуски,B-Food,neutral
9028,27375,:,O,no
9029,27375,),O,no
9030,27375,",",O,no
9031,27375,атмосфера,B-Interior,positive
9032,27375,",",O,no
9033,27375,приветливый,O,no
9034,27375,персонал,B-Service,positive
9035,27375,!,O,no
9036,27375,Миниатюрная,O,no
9037,27375,девушка,B-Service,positive
9038,27375,(,O,no
9039,27375,по-моему,O,no
9040,27375,",",O,no
9041,27375,администратор,B-Service,positive
9042,27375,ресторана,I-Service,positive
9043,27375,),O,no
9044,27375,высокий,O,no
9045,27375,профессионал,O,no
9046,27375,своего,O,no
9047,27375,дела,O,no
9048,27375,:,O,no
9049,27375,ненавязчивое,O,no
9050,27375,обслуживание,B-Service,positive
9051,27375,",",O,no
9052,27375,дружелюбный,O,no
9053,27375,подход,B-Service,positive
9054,27375,к,I-Service,positive
9055,27375,посетителям,I-Service,positive
9056,27375,",",O,no
9057,27375,внимательное,O,no
9058,27375,отношение,B-Service,positive
9059,27375,к,I-Service,positive
9060,27375,клиентам,I-Service,positive
9061,27375,.,O,no
9062,27375,Такое,O,no
9063,27375,приятное,O,no
9064,27375,впечатление,O,no
9065,27375,от,O,no
9066,27375,уровня,O,no
9067,27375,европейского,O,no
9068,27375,сервиса,B-Service,positive
9069,27375,редко,O,no
9070,27375,получаешь,O,no
9071,27375,в,O,no
9072,27375,городе,O,no
9073,27375,на,O,no
9074,27375,Неве,O,no
9075,27375,.,O,no
9076,27375,Хотя,O,no
9077,27375,подобных,O,no
9078,27375,заведений,B-Whole,neutral
9079,27375,и,O,no
9080,27375,полно,O,no
9081,27375,в,O,no
9082,27375,городе,O,no
9083,27375,",",O,no
9084,27375,а,O,no
9085,27375,посещать,O,no
9086,27375,не,O,no
9087,27375,один,O,no
9088,27375,раз,O,no
9089,27375,хочется,O,no
9090,27375,только,O,no
9091,27375,достойные,O,no
9092,27375,места,B-Whole,positive
9093,27375,...,O,no
9094,27375,Спасибо,O,no
9095,27375,Вам,O,no
9096,27375,большое,O,no
9097,27375,!,O,no
9098,27375,!,O,no
9099,27375,!,O,no
9100,10663,Первое,O,no
9101,10663,посещение,O,no
9102,10663,Дачи,B-Whole,neutral
9103,10663,было,O,no
9104,10663,в,O,no
9105,10663,рамках,O,no
9106,10663,поиска,O,no
9107,10663,ресторана,B-Whole,neutral
9108,10663,для,O,no
9109,10663,проведения,O,no
9110,10663,свадебного,O,no
9111,10663,банкета,O,no
9112,10663,.,O,no
9113,10663,Прямо,O,no
9114,10663,с,O,no
9115,10663,порога,O,no
9116,10663,радушное,O,no
9117,10663,отношение,B-Service,positive
9118,10663,.,O,no
9119,10663,Очень,O,no
9120,10663,вежливый,O,no
9121,10663,и,O,no
9122,10663,приятный,O,no
9123,10663,мужчина,B-Service,positive
9124,10663,из,I-Service,positive
9125,10663,гардероба,I-Service,positive
9126,10663,.,O,no
9127,10663,Улыбка,O,no
9128,10663,",",O,no
9129,10663,настроение,O,no
9130,10663,улучшается,O,no
9131,10663,!,O,no
9132,10663,.,O,no
9133,10663,Вызвал,O,no
9134,10663,нам,O,no
9135,10663,администратора,B-Service,positive
9136,10663,",",O,no
9137,10663,наиприятнейшая,O,no
9138,10663,девушка,B-Service,positive
9139,10663,",",O,no
9140,10663,все,O,no
9141,10663,рассказала,B-Service,positive
9142,10663,",",O,no
9143,10663,показала,B-Service,positive
9144,10663,",",O,no
9145,10663,никаких,O,no
9146,10663,вопросов,O,no
9147,10663,не,O,no
9148,10663,возникло,O,no
9149,10663,",",O,no
9150,10663,даже,O,no
9151,10663,заглянули,O,no
9152,10663,краем,O,no
9153,10663,глаза,O,no
9154,10663,в,O,no
9155,10663,малый,O,no
9156,10663,зал,O,no
9157,10663,(,O,no
9158,10663,в,O,no
9159,10663,это,O,no
9160,10663,время,O,no
9161,10663,там,O,no
9162,10663,начинался,O,no
9163,10663,банкет,O,no
9164,10663,),O,no
9165,10663,.,O,no
9166,10663,Оставили,O,no
9167,10663,координаты,O,no
9168,10663,",",O,no
9169,10663,в,O,no
9170,10663,этот,O,no
9171,10663,же,O,no
9172,10663,вечер,O,no
9173,10663,было,O,no
9174,10663,получено,O,no
9175,10663,на,O,no
9176,10663,почту,O,no
9177,10663,меню,O,no
9178,10663,.,O,no
9179,10663,Девушки,B-Service,positive
9180,10663,официантки,I-Service,positive
9181,10663,все,O,no
9182,10663,здороваются,B-Service,positive
9183,10663,и,O,no
9184,10663,улыбаются,O,no
9185,10663,",",O,no
9186,10663,интерьер,B-Interior,positive
9187,10663,потрясающий,O,no
9188,10663,.,O,no
9189,10663,Решили,O,no
9190,10663,вернуться,O,no
9191,10663,пообедать,B-Food,neutral
9192,10663,.,O,no
9193,10663,Опять,O,no
9194,10663,радушная,O,no
9195,10663,встреча,B-Service,positive
9196,10663,в,O,no
9197,10663,гардеробе,O,no
9198,10663,.,O,no
9199,10663,Приятный,O,no
9200,10663,комплимент,O,no
9201,10663,в,O,no
9202,10663,холодную,O,no
9203,10663,погоду,O,no
9204,10663,",",O,no
9205,10663,пока,O,no
9206,10663,ждали,O,no
9207,10663,заказ,O,no
9208,10663,попили,B-Food,positive
9209,10663,горячего,O,no
9210,10663,чая,B-Food,positive
9211,10663,",",O,no
9212,10663,потрясающе,O,no
9213,10663,!,O,no
9214,10663,Девушка,B-Service,positive
9215,10663,официантка,I-Service,positive
9216,10663,(,O,no
9217,10663,в,O,no
9218,10663,чеке,O,no
9219,10663,было,O,no
9220,10663,написано,O,no
9221,10663,Луиза,O,no
9222,10663,),O,no
9223,10663,вежливая,O,no
9224,10663,",",O,no
9225,10663,обслуживание,B-Service,positive
9226,10663,ненавязчивое,O,no
9227,10663,",",O,no
9228,10663,качественное,O,no
9229,10663,.,O,no
9230,10663,Кухня,B-Food,positive
9231,10663,очень,O,no
9232,10663,хорошая,O,no
9233,10663,!,O,no
9234,10663,Мясо,B-Food,positive
9235,10663,из,O,no
9236,10663,своей,O,no
9237,10663,коптильни,O,no
9238,10663,потрясающее,O,no
9239,10663,",",O,no
9240,10663,вкуснятина,O,no
9241,10663,!,O,no
9242,10663,Порции,B-Food,positive
9243,10663,большие,O,no
9244,10663,.,O,no
9245,10663,Остались,O,no
9246,10663,очень,O,no
9247,10663,довольны,O,no
9248,10663,!,O,no
9249,10663,Сомнений,O,no
9250,10663,по,O,no
9251,10663,поводу,O,no
9252,10663,выбора,O,no
9253,10663,ресторана,B-Whole,positive
9254,10663,на,O,no
9255,10663,свадьбу,O,no
9256,10663,не,O,no
9257,10663,возникло,O,no
9258,10663,",",O,no
9259,10663,надеюсь,O,no
9260,10663,",",O,no
9261,10663,что,O,no
9262,10663,в,O,no
9263,10663,самый,O,no
9264,10663,важный,O,no
9265,10663,день,O,no
9266,10663,нашей,O,no
9267,10663,жизни,O,no
9268,10663,мы,O,no
9269,10663,тоже,O,no
9270,10663,останемся,O,no
9271,10663,довольны,O,no
9272,10663,",",O,no
9273,10663,на,O,no
9274,10663,этой,O,no
9275,10663,неделе,O,no
9276,10663,идем,O,no
9277,10663,заказывать,O,no
9278,10663,:,O,no
9279,10663,),O,no
9280,10663,.,O,no
9281,10663,Всем,O,no
9282,10663,советую,O,no
9283,10663,сходить,O,no
9284,10663,в,O,no
9285,10663,это,O,no
9286,10663,замечательное,O,no
9287,10663,место,B-Whole,positive
9288,10663,!,O,no
9289,25709,Были,O,no
9290,25709,1,O,no
9291,25709,февраля,O,no
9292,25709,.,O,no
9293,25709,Я,O,no
9294,25709,второй,O,no
9295,25709,раз,O,no
9296,25709,",",O,no
9297,25709,подруга,O,no
9298,25709,-,O,no
9299,25709,первый,O,no
9300,25709,.,O,no
9301,25709,Приехали,O,no
9302,25709,не,O,no
9303,25709,поздно,O,no
9304,25709,",",O,no
9305,25709,часов,O,no
9306,25709,в,O,no
9307,25709,семь,O,no
9308,25709,.,O,no
9309,25709,Народу,O,no
9310,25709,было,O,no
9311,25709,очень,O,no
9312,25709,мало,O,no
9313,25709,.,O,no
9314,25709,Порадовало,O,no
9315,25709,",",O,no
9316,25709,что,O,no
9317,25709,угодила,O,no
9318,25709,ресторанным,O,no
9319,25709,вкусам,O,no
9320,25709,спутницы,O,no
9321,25709,.,O,no
9322,25709,На,O,no
9323,25709,входе,O,no
9324,25709,девушки,B-Service,positive
9325,25709,спросили,O,no
9326,25709,о,O,no
9327,25709,наших,O,no
9328,25709,предпочтениях,O,no
9329,25709,и,O,no
9330,25709,проводили,O,no
9331,25709,на,O,no
9332,25709,второй,O,no
9333,25709,этаж,O,no
9334,25709,.,O,no
9335,25709,Предварительно,O,no
9336,25709,очень,O,no
9337,25709,подробно,O,no
9338,25709,рассказав,O,no
9339,25709,обо,O,no
9340,25709,всех,O,no
9341,25709,прелестях,O,no
9342,25709,данного,O,no
9343,25709,заведения,B-Whole,neutral
9344,25709,.,O,no
9345,25709,Предложили,O,no
9346,25709,выбрать,O,no
9347,25709,столик,O,no
9348,25709,.,O,no
9349,25709,Мягкие,O,no
9350,25709,диваны,B-Interior,positive
9351,25709,с,O,no
9352,25709,россыпью,O,no
9353,25709,подушек,B-Interior,positive
9354,25709,.,O,no
9355,25709,Довольно,O,no
9356,25709,приятная,O,no
9357,25709,негромкая,O,no
9358,25709,музыка,B-Interior,positive
9359,25709,и,O,no
9360,25709,легкий,O,no
9361,25709,полумрак,B-Interior,positive
9362,25709,.,O,no
9363,25709,Почему-то,O,no
9364,25709,нас,O,no
9365,25709,обслуживало,B-Service,neutral
9366,25709,два,O,no
9367,25709,официанта,B-Service,neutral
9368,25709,.,O,no
9369,25709,Второй,O,no
9370,25709,был,O,no
9371,25709,приятен,O,no
9372,25709,и,O,no
9373,25709,учтив,O,no
9374,25709,",",O,no
9375,25709,и,O,no
9376,25709,как,O,no
9377,25709,оказалось,O,no
9378,25709,на,O,no
9379,25709,память,O,no
9380,25709,знал,O,no
9381,25709,составляющие,O,no
9382,25709,всех,O,no
9383,25709,блюд,O,no
9384,25709,.,O,no
9385,25709,Он,O,no
9386,25709,же,O,no
9387,25709,помог,O,no
9388,25709,спутнице,O,no
9389,25709,с,O,no
9390,25709,выбором,O,no
9391,25709,вина,B-Food,neutral
9392,25709,",",O,no
9393,25709,а,O,no
9394,25709,мне,O,no
9395,25709,с,O,no
9396,25709,коктейльным,B-Food,neutral
9397,25709,напитком,I-Food,neutral
9398,25709,",",O,no
9399,25709,а,O,no
9400,25709,их,O,no
9401,25709,тут,O,no
9402,25709,на,O,no
9403,25709,любой,O,no
9404,25709,вкус,O,no
9405,25709,и,O,no
9406,25709,цвет,O,no
9407,25709,",",O,no
9408,25709,как,O,no
9409,25709,говориться,O,no
9410,25709,.,O,no
9411,25709,Медальоны,B-Food,positive
9412,25709,из,I-Food,positive
9413,25709,говядины,I-Food,positive
9414,25709,с,I-Food,positive
9415,25709,запеченным,I-Food,positive
9416,25709,картофелем,I-Food,positive
9417,25709,были,O,no
9418,25709,прекрасны,O,no
9419,25709,.,O,no
9420,25709,В,O,no
9421,25709,последнее,O,no
9422,25709,время,O,no
9423,25709,совсем,O,no
9424,25709,отошла,O,no
9425,25709,от,O,no
9426,25709,рыбы,B-Food,neutral
9427,25709,и,O,no
9428,25709,радуюсь,O,no
9429,25709,",",O,no
9430,25709,когда,O,no
9431,25709,подают,O,no
9432,25709,хорошо,O,no
9433,25709,приготовленное,B-Food,positive
9434,25709,мясо,B-Food,positive
9435,25709,.,O,no
9436,25709,Заказ,B-Service,positive
9437,25709,принесли,I-Service,positive
9438,25709,достаточно,O,no
9439,25709,быстро,O,no
9440,25709,.,O,no
9441,25709,В,O,no
9442,25709,зале,O,no
9443,25709,постоянно,O,no
9444,25709,находилось,O,no
9445,25709,на,O,no
9446,25709,обслуживании,B-Service,positive
9447,25709,человека,O,no
9448,25709,два,O,no
9449,25709,",",O,no
9450,25709,так,O,no
9451,25709,что,O,no
9452,25709,на,O,no
9453,25709,зов,O,no
9454,25709,являлись,O,no
9455,25709,в,O,no
9456,25709,течение,O,no
9457,25709,минуты,O,no
9458,25709,.,O,no
9459,25709,Провели,O,no
9460,25709,в,O,no
9461,25709,ресторане,B-Whole,positive
9462,25709,часа,O,no
9463,25709,два,O,no
9464,25709,с,O,no
9465,25709,лишним,O,no
9466,25709,.,O,no
9467,25709,Проводили,O,no
9468,25709,с,O,no
9469,25709,улыбками,O,no
9470,25709,и,O,no
9471,25709,предложением,O,no
9472,25709,приходить,O,no
9473,25709,еще,O,no
9474,25709,",",O,no
9475,25709,но,O,no
9476,25709,это,O,no
9477,25709,–,O,no
9478,25709,дежурное,O,no
9479,25709,!,O,no
9480,25709,В,O,no
9481,25709,целом,O,no
9482,25709,отличное,O,no
9483,25709,впечатление,O,no
9484,25709,от,O,no
9485,25709,данного,O,no
9486,25709,заведения,B-Whole,positive
9487,25709,.,O,no
9488,25709,Надеюсь,O,no
9489,25709,",",O,no
9490,25709,что,O,no
9491,25709,выберемся,O,no
9492,25709,к,O,no
9493,25709,вам,O,no
9494,25709,еще,O,no
9495,25709,компанией,O,no
9496,25709,побольше,O,no
9497,25709,!,O,no
9498,719,Пришли,O,no
9499,719,небольшой,O,no
9500,719,компанией,O,no
9501,719,отметить,O,no
9502,719,день,O,no
9503,719,рождения,O,no
9504,719,.,O,no
9505,719,Заказали,B-Service,neutral
9506,719,столик,I-Service,neutral
9507,719,за,O,no
9508,719,день,O,no
9509,719,",",O,no
9510,719,как,O,no
9511,719,оказалось,O,no
9512,719,не,O,no
9513,719,зря,O,no
9514,719,",",O,no
9515,719,народу,O,no
9516,719,под,O,no
9517,719,вечер,O,no
9518,719,было,O,no
9519,719,очень,O,no
9520,719,много,O,no
9521,719,.,O,no
9522,719,У,O,no
9523,719,входа,O,no
9524,719,встретили,O,no
9525,719,",",O,no
9526,719,предложили,O,no
9527,719,выбрать,O,no
9528,719,стол,O,no
9529,719,",",O,no
9530,719,уселись,O,no
9531,719,.,O,no
9532,719,Пиво,B-Food,positive
9533,719,хугарден,I-Food,positive
9534,719,-,O,no
9535,719,супер,O,no
9536,719,",",O,no
9537,719,в,O,no
9538,719,фирменных,O,no
9539,719,бокалах,B-Interior,positive
9540,719,.,O,no
9541,719,Ели,B-Food,positive
9542,719,салаты,B-Food,positive
9543,719,",",O,no
9544,719,стейки,B-Food,positive
9545,719,",",O,no
9546,719,пили,B-Food,positive
9547,719,водку,B-Food,positive
9548,719,",",O,no
9549,719,пиво,B-Food,positive
9550,719,",",O,no
9551,719,коктейли,B-Food,positive
9552,719,-,O,no
9553,719,все,O,no
9554,719,на,O,no
9555,719,высшем,O,no
9556,719,уровне,O,no
9557,719,.,O,no
9558,719,Не,O,no
9559,719,понравились,O,no
9560,719,только,O,no
9561,719,соленые,B-Food,negative
9562,719,грибы,I-Food,negative
9563,719,.,O,no
9564,719,Ну,O,no
9565,719,это,O,no
9566,719,наверное,O,no
9567,719,дело,O,no
9568,719,вкуса,O,no
9569,719,-,O,no
9570,719,мне,O,no
9571,719,показались,O,no
9572,719,слишком,O,no
9573,719,соленые,B-Food,negative
9574,719,.,O,no
9575,719,Селедка,B-Food,positive
9576,719,и,O,no
9577,719,мясная,B-Food,positive
9578,719,нарезка,I-Food,positive
9579,719,тоже,O,no
9580,719,на,O,no
9581,719,высоте,O,no
9582,719,.,O,no
9583,719,Официанты,B-Service,positive
9584,719,работали,O,no
9585,719,отлично,O,no
9586,719,-,O,no
9587,719,приносили,O,no
9588,719,все,O,no
9589,719,быстро,O,no
9590,719,",",O,no
9591,719,периодические,O,no
9592,719,подходили,O,no
9593,719,узнать,O,no
9594,719,все,O,no
9595,719,ли,O,no
9596,719,нормально,O,no
9597,719,.,O,no
9598,719,В,O,no
9599,719,общем,O,no
9600,719,заведение,B-Whole,positive
9601,719,понравилось,O,no
9602,719,всей,O,no
9603,719,компании,O,no
9604,719,.,O,no
9605,34607,Был,O,no
9606,34607,в,O,no
9607,34607,ресторане,B-Whole,neutral
9608,34607,пару,O,no
9609,34607,недель,O,no
9610,34607,назад,O,no
9611,34607,с,O,no
9612,34607,девушкой,O,no
9613,34607,.,O,no
9614,34607,Обстановка,B-Interior,positive
9615,34607,приличная,O,no
9616,34607,",",O,no
9617,34607,мне,O,no
9618,34607,лично,O,no
9619,34607,такая,O,no
9620,34607,по,O,no
9621,34607,вкусу,O,no
9622,34607,",",O,no
9623,34607,но,O,no
9624,34607,телевизор,O,no
9625,34607,90-х,O,no
9626,34607,годов,O,no
9627,34607,стоящий,O,no
9628,34607,в,O,no
9629,34607,зале,O,no
9630,34607,удивил,O,no
9631,34607,меня,O,no
9632,34607,",",O,no
9633,34607,и,O,no
9634,34607,картину,O,no
9635,34607,дополняет,O,no
9636,34607,неработающий,O,no
9637,34607,фонтан,B-Interior,negative
9638,34607,в,I-Interior,negative
9639,34607,центре,I-Interior,negative
9640,34607,зала,I-Interior,negative
9641,34607,.А,O,no
9642,34607,фоновой,O,no
9643,34607,музыкой,B-Interior,negative
9644,34607,было,O,no
9645,34607,радио,O,no
9646,34607,.,O,no
9647,34607,Заказ,B-Service,positive
9648,34607,приняли,I-Service,positive
9649,34607,быстро,O,no
9650,34607,...,O,no
9651,34607,и,O,no
9652,34607,все,O,no
9653,34607,",",O,no
9654,34607,на,O,no
9655,34607,этом,O,no
9656,34607,сервис,B-Service,negative
9657,34607,закончился,O,no
9658,34607,.,O,no
9659,34607,Пришлось,O,no
9660,34607,ждать,O,no
9661,34607,чай,O,no
9662,34607,больше,O,no
9663,34607,20,O,no
9664,34607,минут,O,no
9665,34607,",",O,no
9666,34607,принесли,B-Service,neutral
9667,34607,салат,B-Food,neutral
9668,34607,.,O,no
9669,34607,Что,O,no
9670,34607,готовят,B-Food,negative
9671,34607,плохо,O,no
9672,34607,сказать,O,no
9673,34607,не,O,no
9674,34607,могу,O,no
9675,34607,",",O,no
9676,34607,съедобно,O,no
9677,34607,.,O,no
9678,34607,Рис,B-Food,neutral
9679,34607,также,O,no
9680,34607,ждали,O,no
9681,34607,вместе,O,no
9682,34607,с,O,no
9683,34607,чаем,B-Food,neutral
9684,34607,больше,O,no
9685,34607,20,O,no
9686,34607,мин.,O,no
9687,34607,",",O,no
9688,34607,но,O,no
9689,34607,я,O,no
9690,34607,то,O,no
9691,34607,думаю,O,no
9692,34607,",",O,no
9693,34607,китайский,B-Whole,positive
9694,34607,ресторан,I-Whole,positive
9695,34607,",",O,no
9696,34607,как,O,no
9697,34607,на,O,no
9698,34607,востоке,O,no
9699,34607,оформляют,O,no
9700,34607,блюда,B-Food,positive
9701,34607,мы,O,no
9702,34607,все,O,no
9703,34607,хорошо,O,no
9704,34607,знаем,O,no
9705,34607,",",O,no
9706,34607,всегда,O,no
9707,34607,все,O,no
9708,34607,украшено,O,no
9709,34607,и,O,no
9710,34607,выглядит,O,no
9711,34607,очень,O,no
9712,34607,аппетитно,O,no
9713,34607,",",O,no
9714,34607,так,O,no
9715,34607,вот,O,no
9716,34607,",",O,no
9717,34607,нам,O,no
9718,34607,рис,B-Food,negative
9719,34607,принесли,O,no
9720,34607,на,O,no
9721,34607,тарелке,O,no
9722,34607,в,O,no
9723,34607,таком,O,no
9724,34607,виде,O,no
9725,34607,",",O,no
9726,34607,что,O,no
9727,34607,я,O,no
9728,34607,даже,O,no
9729,34607,есть,O,no
9730,34607,не,O,no
9731,34607,стал,O,no
9732,34607,его,O,no
9733,34607,.,O,no
9734,34607,Как,O,no
9735,34607,будто,O,no
9736,34607,с,O,no
9737,34607,пола,O,no
9738,34607,поднятый,O,no
9739,34607,рис,B-Food,negative
9740,34607,был,O,no
9741,34607,",",O,no
9742,34607,огромные,O,no
9743,34607,комки,O,no
9744,34607,.,O,no
9745,34607,В,O,no
9746,34607,общем,O,no
9747,34607,после,O,no
9748,34607,этого,O,no
9749,34607,оплатили,O,no
9750,34607,счет,O,no
9751,34607,и,O,no
9752,34607,ушли,O,no
9753,34607,...,O,no
9754,34607,Работала,O,no
9755,34607,",",O,no
9756,34607,то,O,no
9757,34607,одна,O,no
9758,34607,",",O,no
9759,34607,то,O,no
9760,34607,другая,O,no
9761,34607,официантка,B-Service,negative
9762,34607,",",O,no
9763,34607,и,O,no
9764,34607,каждая,O,no
9765,34607,думала,O,no
9766,34607,что,O,no
9767,34607,нас,O,no
9768,34607,уже,O,no
9769,34607,обслужили,B-Service,positive
9770,34607,и,O,no
9771,34607,принесли,O,no
9772,34607,заказ,O,no
9773,34607,.,O,no
9774,34607,Я,O,no
9775,34607,бы,O,no
9776,34607,понял,O,no
9777,34607,это,O,no
9778,34607,если,O,no
9779,34607,бы,O,no
9780,34607,был,O,no
9781,34607,аншлаг,O,no
9782,34607,",",O,no
9783,34607,так,O,no
9784,34607,вместе,O,no
9785,34607,с,O,no
9786,34607,нами,O,no
9787,34607,во,O,no
9788,34607,всем,O,no
9789,34607,ресторане,B-Whole,neutral
9790,34607,3-5,O,no
9791,34607,столиков,O,no
9792,34607,было,O,no
9793,34607,занято,O,no
9794,34607,.,O,no
9960,13225,Отличный,O,no
9961,13225,паб,B-Whole,positive
9962,13225,!,O,no
9963,13225,!,O,no
9964,13225,!,O,no
9965,13225,!,O,no
9966,13225,!,O,no
9967,13225,!,O,no
9968,13225,Я,O,no
9969,13225,решила,O,no
9970,13225,устроить,O,no
9971,13225,мужу,O,no
9972,13225,сюрприз,O,no
9973,13225,",",O,no
9974,13225,и,O,no
9975,13225,он,O,no
9976,13225,удался,O,no
9977,13225,!,O,no
9978,13225,Отличный,O,no
9979,13225,интерьер,B-Interior,positive
9980,13225,!,O,no
9981,13225,Очень,O,no
9982,13225,вкусное,O,no
9983,13225,пиво,B-Food,positive
9984,13225,и,O,no
9985,13225,большой,O,no
9986,13225,его,O,no
9987,13225,выбор,O,no
9988,13225,",",O,no
9989,13225,кухня,B-Food,positive
9990,13225,тоже,O,no
9991,13225,отличная,O,no
9992,13225,",",O,no
9993,13225,все,O,no
9994,13225,заказанные,O,no
9995,13225,блюда,B-Food,positive
9996,13225,",",O,no
9997,13225,были,O,no
9998,13225,очень,O,no
9999,13225,вкусны,O,no
10000,13225,",",O,no
10001,13225,а,O,no
10002,13225,основное,O,no
10003,13225,",",O,no
10004,13225,почему,O,no
10005,13225,я,O,no
10006,13225,выбрала,O,no
10007,13225,этот,O,no
10008,13225,паб,B-Whole,positive
10009,13225,",",O,no
10010,13225,потому,O,no
10011,13225,что,O,no
10012,13225,в,O,no
10013,13225,тот,O,no
10014,13225,день,O,no
10015,13225,играла,O,no
10016,13225,живая,O,no
10017,13225,музыка,O,no
10018,13225,",",O,no
10019,13225,и,O,no
10020,13225,мы,O,no
10021,13225,были,O,no
10022,13225,приятно,O,no
10023,13225,удивлены,O,no
10024,13225,",",O,no
10025,13225,отличный,O,no
10026,13225,получился,O,no
10027,13225,концертик,O,no
10028,13225,!,O,no
10029,13225,Отличная,O,no
10030,13225,атмосфера,B-Interior,positive
10031,13225,заведения,B-Whole,positive
10032,13225,",",O,no
10033,13225,обязательно,O,no
10034,13225,будем,O,no
10035,13225,посещать,O,no
10036,13225,его,O,no
10037,13225,ещё,O,no
10038,13225,!,O,no
10039,13225,!,O,no
10040,13225,!,O,no
10041,37516,Здравствуйте,O,no
10042,37516,",",O,no
10043,37516,Я,O,no
10044,37516,отмечала,O,no
10045,37516,свой,O,no
10046,37516,день,O,no
10047,37516,рожденья,O,no
10048,37516,в,O,no
10049,37516,этом,O,no
10050,37516,ресторане,B-Whole,neutral
10051,37516,.,O,no
10052,37516,У,O,no
10053,37516,нас,O,no
10054,37516,был,O,no
10055,37516,заказан,O,no
10056,37516,банкет,O,no
10057,37516,на,O,no
10058,37516,6,O,no
10059,37516,человек,O,no
10060,37516,.,O,no
10061,37516,Мы,O,no
10062,37516,заранее,O,no
10063,37516,забронировали,B-Service,neutral
10064,37516,стол,I-Service,neutral
10065,37516,.,O,no
10066,37516,В,O,no
10067,37516,назначенное,O,no
10068,37516,нами,O,no
10069,37516,время,O,no
10070,37516,пришли,O,no
10071,37516,в,O,no
10072,37516,ресторан,B-Whole,neutral
10073,37516,где,O,no
10074,37516,нас,O,no
10075,37516,встретил,B-Service,positive
10076,37516,администратор,B-Service,neutral
